,사업장명,주소,위도,경도
2043,씨유평택굿모닝병원점,경기도 평택시 합정동 883 ,36.9906080,127.1205409
2047,지에스25 송탄동산점,경기도 평택시 서정동 818-3 ,37.0680279,127.0610433
2053,지에스25 송탄센트점,경기도 평택시 신장동 247-6 외2필지(동영센트럴타워) 102호,37.0750338,127.0550514
2062,GS25안중성원점,경기도 평택시 안중읍 현화리 825-1 ,36.9835432,126.9201125
2063,GS25안중강변로점,경기도 평택시 안중읍 대반리 355번지 ,36.9800800,126.9503375
2066,지에스25평택통미로점,경기도 평택시 합정동 524-3번지 ,36.9911408,127.0951393
2067,GS25안중우림점,경기도 평택시 안중읍 현화리 822-1 ,36.9855085,126.9178518
2078,세븐일레븐송탄클래시아,경기도 평택시 신장동 243-3번지 외 6필지(평택송탄역클래시아) 108호,37.0760073,127.0549953
2086,씨유평택서정트윈빌점,경기도 평택시 서정동 304-5 서정트인자리애1차 105호,37.0595533,127.0542752
2088,지에스25송탄신장로점,경기도 평택시 신장동 306-109번지 (지층) ,37.0829688,127.0492822
2092,씨유평택원정점,경기도 평택시 포승읍 원정리 391-27 ,36.9957555,126.8411402
2094,세븐일레븐평택원평2로점,경기도 평택시 평택동 104-9 ,36.9905198,127.0817030
2095,지에스25평택군문점,경기도 평택시 군문동 357 ,36.9878468,127.0865727
2096,지에스25송탄주공점,경기도 평택시 이충동 488 ,37.0547689,127.0564653
2098,GS25평택이편한점,경기도 평택시 용이동 580 ,37.0006187,127.1286607
2100,이마트24평택용이원룸점,경기도 평택시 용이동 487-13 ,37.0000088,127.1498787
2105,지에스25송탄보건소점,경기도 평택시 서정동 1103-3 ,37.0650810,127.0661609
2106,지에스25송탄하늘채점,"경기도 평택시 장안동 619번지 평택장안마을코오롱하늘채상가1동 105호,106호 ",37.0591088,127.0791805
2108,GS25서동대로점,경기도 평택시 현덕면 운정리 36-13번지 ,36.9863289,126.8925728
2110,지에스25이충타운점,경기도 평택시 이충동 444-5 B동 ,37.0577481,127.0597574
2112,지에스25송탄스카이점,"경기도 평택시 신장동 392-2 ,392번지 1호 ",37.0878936,127.0529403
2113,이마트24평택합정제일점,경기도 평택시 합정동 939-8 ,36.9878091,127.1009646
2116,지에스25송탄독곡점,경기도 평택시 독곡동 273번지 외 1필지 ,37.0861471,127.0649431
2118,세븐일레븐서정시장점,경기도 평택시 서정동 313-16번지 ,37.0586019,127.0543653
2122,GS25용이본점,경기도 평택시 용이동 452-23번지 ,36.9946941,127.1356056
2123,세븐일레븐평택송담점,경기도 평택시 안중읍 안중리 448-5번지 ,36.9842717,126.9338835
2125,GS25뉴평택스마트점,경기도 평택시 포승읍 만호리 574-5 스마트빌듀오1차 ,36.9756421,126.8433987
2129,세븐일레븐평택성동점,경기도 평택시 비전동 617-2 ,36.9936880,127.0942255
2134,위드미평택청북점,경기도 평택시 청북읍 옥길리 1162-5 ,37.0173222,126.9168967
2142,지에스25평택견산리점,경기도 평택시 진위면 견산리 507-19번지 ,37.1081921,127.0692342
2146,씨유평택진위한승점,경기도 평택시 진위면 견산리 27-15번지 한승아파트107동상가(지층) ,37.1078327,127.0796372
2147,세븐일레븐 평택용이대로점,경기도 평택시 용이동 452-3 ,36.9957423,127.1356632
2148,Gs25평택영진점,경기도 평택시 비전동 756-6번지 ,36.9930402,127.1009001
2150,씨유평택합정자유로점,경기도 평택시 합정동 739-25 ,36.9923909,127.0930887
2151,지에스25벨루스하임점,경기도 평택시 서정동 433-7번지 외 3필지(서정벨루스하임) 104호,37.0603924,127.0539741
2153,GS25편의점(서재자이점),경기도 평택시 동삭동 675-4 ,37.0129202,127.1002881
2154,지에스25 평택청북로,경기도 평택시 청북읍 현곡리 103-24 ,37.0496796,126.9449456
2155,세븐일레븐평택서정고덕점,경기도 평택시 서정동 539-14번지 ,37.0681056,127.0519723
2157,세븐일레븐어연산단점,경기도 평택시 청북읍 어연리 895-1 ,37.0512628,126.9756669
2161,GS25 소사벌유보라점,경기도 평택시 죽백동 720 ,37.0102463,127.1111016
2163,지에스25 청북중앙로점,경기도 평택시 청북읍 삼계리 455-5 ,37.0431292,126.9027282
2166,씨유동산타운점,경기도 평택시 서정동 792-11 ,37.0683978,127.0594696
2168,GS25평택명품점,경기도 평택시 세교동 432-78번지 ,37.0078269,127.0772399
2169,GS25평택이충원룸점,경기도 평택시 이충동 444-34 1동 ,37.0577207,127.0607176
2172,무이네,경기도 평택시 비전동 846 ,36.9917987,127.1128372
2175,GS25평택안중점,경기도 평택시 안중읍 금곡리 304-26 ,37.0006443,126.9569663
2176,세븐일레븐지제역사점,경기도 평택시 지제동 559-4 지제역사 2층 ,37.0185584,127.0712345
2179,GS25합정공원점,경기도 평택시 합정동 907-9 ,36.9895631,127.1024436
2183,GS25포승도곡원룸점,경기도 평택시 포승읍 도곡리 1130-16 ,36.9903589,126.8438170
2184,지에스25송탄가곡리점,경기도 평택시 진위면 가곡리 375-5번지 ,37.1179182,127.0737543
2186,GS서정금호점,경기도 평택시 서정동 829-18번지 ,37.0690477,127.0556036
2189,GS25평택계양로점,경기도 평택시 팽성읍 본정리 17-7 ,36.9494131,127.0119281
2192,GS25포승쌍용마을점,경기도 평택시 포승읍 원정리 217-6 ,36.9980549,126.8385817
2194,세븐일레븐 토진점,경기도 평택시 청북읍 토진리 618-1 외1필지 ,37.0313711,126.9660365
2195,씨유평택서정탄현점,경기도 평택시 서정동 830-1 외 1필지 1동 ,37.0694120,127.0550771
2199,GS25포승만호점,경기도 평택시 포승읍 만호리 691-5 ,36.9651666,126.8581984
2202,씨유평택안중송담점,경기도 평택시 안중읍 송담리 848-2 ,36.9783750,126.9277019
2204,지에스25칠괴산단점,경기도 평택시 칠괴동 52-10번지 외 3필지(101호) ,37.0346454,127.0970191
2208,지에스25평택지산점,경기도 평택시 지산동 780-5번지 1동 ,37.0781613,127.0569538
2209,세븐일레븐(평택새시장점),경기도 평택시 평택동 283 ,36.9932933,127.0896473
2210,세븐일레븐서정인사이드점,경기도 평택시 서정동 20-20 ,37.0725165,127.0589603
2213,GS25 뉴소사벌타운점,경기도 평택시 비전동 1062 ,37.0026477,127.1135422
2215,세븐일레븐평택서정6호점,경기도 평택시 서정동 851 ,37.0656035,127.0602843
2216,세븐일레븐평택이충폭포점,경기도 평택시 이충동 665-3번지 대영프라자 102호,37.0592594,127.0659691
2218,지에스평택남산로점,경기도 평택시 신장동 613-1번지 A동 ,37.0859826,127.0488893
2228,세븐일레븐평택지산점,경기도 평택시 지산동 996 ,37.0821324,127.0599585
2232,지에스25송탄타운점,경기도 평택시 서정동 781번지 ,37.0711027,127.0585315
2234,지에스25서재타운점,경기도 평택시 동삭동 705-7 ,37.0095055,127.0975117
2236,세븐일레븐평택서정원룸점,경기도 평택시 서정동 73-3 ,37.0723181,127.0564316
2237,GS청북신도시점,경기도 평택시 청북읍 옥길리 1165-1 ,37.0168239,126.9160977
2241,세븐일레븐 포승석정점,경기도 평택시 포승읍 석정리 1229-6번지 ,36.9849473,126.8789199
2243,CU평택지제로점,경기도 평택시 지제동 840-3 1층 ,37.0207405,127.0635419
2250,세븐일레븐평택도일점,경기도 평택시 도일동 1167-5 1동 ,37.0386628,127.0999423
2251,세븐일레븐 현화동신점,경기도 평택시 안중읍 현화리 826-2번지 ,36.9821007,126.9175270
2252,GS25평택용이금호점,경기도 평택시 용이동 581 금호어울림1단지 109~110호 상가동 ,37.0015751,127.1307921
2255,GS25송탄송북시장점,경기도 평택시 지산동 767-47번지 외2필지 ,37.0805563,127.0555498
2259,씨유송탄라이프점,경기도 평택시 지산동 992 ,37.0824756,127.0594663
2260,세븐일레븐평택효성점,경기도 평택시 비전동 1089 효성백년가약 상가동 104호,37.0004280,127.1081602
2266,세븐일레븐평택비전현대점,경기도 평택시 비전동 886-7 1층 ,36.9929025,127.1168487
2267,세븐일레븐평택본점,경기도 평택시 평택동 289-4 1층 ,36.9923386,127.0897753
2269,지에스25 평택조개터점,경기도 평택시 합정동 922-15 1층 ,36.9891366,127.1004535
2270,세븐일레븐평택안중학현점,경기도 평택시 안중읍 학현리 40-13 ,36.9980105,126.9284510
2275,지에스25서정스마트점,경기도 평택시 이충동 456-1 외1필지(서정스마트빌듀오1차) 107호,37.0565680,127.0582508
2276,지에스25평택쇼핑로점,경기도 평택시 신장동 324-11번지 ,37.0812598,127.0533579
2281,GS25안중행운점,경기도 평택시 안중읍 안중리 277-117 ,36.9895331,126.9280873
2288,GS서정더샾점,경기도 평택시 서정동 1116 평택더샾아파트상가 109호,37.0720142,127.0613609
2291,이마트24고덕삼성점,경기도 평택시 지제동 891-1 외 1필지(896) ,37.0213267,127.0577111
2296,지에스25평택대점,경기도 평택시 소사동 4-3 1층 ,36.9929228,127.1322352
2298,GS편의점 청북휴게소점,경기도 평택시 청북읍 후사리 388-8번지 ,37.0222383,126.9426375
2302,지에스25서정역점,경기도 평택시 서정동 429-3번지 외3필지 ,37.0568644,127.0538428
2304,세븐일레븐평택태평점,경기도 평택시 고덕면 궁리 82-1 ,37.0161239,127.0318726
2307,세븐일레븐비젼중앙점,경기도 평택시 비전동 747-21 1층 ,36.9928087,127.0985270
2310,세븐일레븐중앙점,경기도 평택시 지산동 824-13번지 외 1필지 ,37.0768701,127.0562869
2316,세븐일레븐평택지산제일점,경기도 평택시 지산동 1073번지 ,37.0794646,127.0612193
2318,GS25평택늘푸른점,경기도 평택시 합정동 876-14 1층 ,36.9895202,127.1166286
2319,세븐일레븐 평택명동점,경기도 평택시 평택동 290-4 1층 ,36.9923035,127.0885440
2322,GS25안중현화점,경기도 평택시 안중읍 현화리 854-1번지 1층 ,36.9833225,126.9280764
2329,세븐일레븐 평택이곡점,경기도 평택시 비전동 1008 엘에이치이곡마을3단지 상가동 102호,37.0030523,127.0979849
2331,GS25송탄우림점,경기도 평택시 가재동 141-1번지 외 1필지(상가2) ,37.0388331,127.0856341
2338,씨유포승스마트빌점,경기도 평택시 포승읍 도곡리 1120-5번지 외1필지스마트빌듀오2차 118호,36.9876936,126.8434944
2342,지에스25 평택태산점,경기도 평택시 비전동 828-1 태산신그린아파트 상가동 101호,36.9976024,127.1089390
2345,GS25서정주공점,경기도 평택시 서정동 909-1 주공3단지상가 106호,37.0614442,127.0593238
2346,GS25평택한광점,경기도 평택시 비전동 603-8 ,36.9962677,127.0946072
2349,GS25평택유보라점,경기도 평택시 용이동 484-10 1층 ,36.9995469,127.1477229
2350,지에스25  평택한성점,경기도 평택시 비전동 800 한성아파트 상가동 108호,37.0003029,127.0986826
2352,씨유송탄송일점,경기도 평택시 서정동 851-7번지 ,37.0655586,127.0612880
2358,CU 평택숙성점,경기도 평택시 오성면 숙성리 134-16 ,37.0073124,126.9807787
2362,씨유송탄장당마을점,경기도 평택시 장당동 473-1 효명@ 상가동 101호,37.0507293,127.0544476
2363,씨유평택로드점,경기도 평택시 서탄면 수월암리 851-5번지 ,37.1327168,127.0239774
2365,이마트24 평택현화이화점,경기도 평택시 안중읍 현화리 820-1 이화마을건영캐스빌 상가 105호,36.9878220,126.9175020
2369,씨유송탄신장점,경기도 평택시 신장동 300-23번지 외2필지 ,37.0793127,127.0509945
2381,CU팽성영동점,경기도 평택시 팽성읍 송화리 24-24번지 ,36.9631348,127.0534933
2384,GS25평택캐슬점,경기도 평택시 비전동 산 108-10 ,36.9996048,127.0945329
2387,GS25세교공단점,경기도 평택시 세교동 543-12번지 ,37.0087515,127.0807534
2391,씨유평택황금점,경기도 평택시 신장동 252-17번지 ,37.0741930,127.0559762
2392,세븐일레븐 평택송탄역점,경기도 평택시 지산동 830-3 외1필지 ,37.0753268,127.0559764
2394,세븐일레븐 평택고잔점,경기도 평택시 청북읍 고잔리 2-3 외1필지 ,37.0656793,126.9078635
2395,지에스25 뉴평택배미점,경기도 평택시 합정동 966-1 ,36.9895469,127.1140291
2401,세븐일레븐 평택신장중앙점,경기도 평택시 신장동 274-253 ,37.0779360,127.0528977
2408,씨유평택서탄금암점,경기도 평택시 서탄면 금암리 506번지 ,37.1126210,127.0331718
2415,씨유평택서재1길,경기도 평택시 동삭동 676-1번지 ,37.0130736,127.0995298
2416,세븐일레븐평택용이중앙점,경기도 평택시 용이동 442-25 ,36.9968813,127.1382778
2425,코리아세븐 청북부영사랑점,경기도 평택시 청북읍 옥길리 1097 101호,37.0207477,126.9123296
2428,씨유편의점,경기도 평택시 이충동 463-49번지 ,37.0567108,127.0570541
2436,씨유포승휴게소점,경기도 평택시 포승읍 도곡리 853번지 ,36.9851302,126.8708450
2440,세븐일레븐평택안중현화점,경기도 평택시 안중읍 현화리 821-1번지 상가동 103호,36.9874346,126.9200385
2462,씨유평택통복점,경기도 평택시 통복동 76-6 (1층) ,36.9979944,127.0858532
2468,씨유평택갈곶대로점,경기도 평택시 진위면 갈곶리 247-11번지 외1필지 ,37.1246621,127.0729099
2470,씨유송탄제일고정문점,경기도 평택시 서정동 797번지 ,37.0691877,127.0649657
2472,세븐일레븐평택서정7호점,경기도 평택시 서정동 903-3 로얄프라자 1001호,37.0614073,127.0562163
2473,지에스25송탄에이스점,경기도 평택시 서정동 596-164 1층 ,37.0740847,127.0434536
2476,세븐일레븐 안중대로점,경기도 평택시 안중읍 용성리 83-1 외 3필지 ,37.0163988,126.9457849
2481,이마트24청북아이씨점,경기도 평택시 청북읍 고렴리 242-1번지 ,37.0567318,126.9261223
2483,씨유평택장당원룸점,경기도 평택시 장당동 481-11 ,37.0528832,127.0541565
2492,씨유평택칠원점,경기도 평택시 칠원동 38-7번지 외2필지 ,37.0312629,127.1003988
2498,CU평택합정대로점,경기도 평택시 합정동 763-15번지 ,36.9915164,127.1006852
2501,GS25평택송화점,경기도 평택시 팽성읍 객사리 126-3 GS25편의점(내) ,36.9644200,127.0603477
2510,세븐일레븐포승원정점,경기도 평택시 포승읍 원정리 86-30 ,37.0064231,126.8221309
2514,씨유평택포승만호,경기도 평택시 포승읍 만호리 578-7 ,36.9746121,126.8434907
2516,세븐일레븐 서평택에버스타점,경기도 평택시 포승읍 도곡리 852 외2필지 2동 ,36.9857678,126.8708332
2521,씨유평택영화블렌하임점,경기도 평택시 고덕면 궁리 521번지 영화블렌하임 상가동 101호,37.0207763,127.0320425
2526,이마트24 안중희망점,경기도 평택시 안중읍 849-14 ,,
2540,씨유포승미래도점,경기도 평택시 포승읍 도곡리 1150-18 ,36.9874687,126.8474904
2541,씨유평택포승점,경기도 평택시 포승읍 도곡리 1154-9 ,36.9867865,126.8466359
2586,세븐일레븐 평택뉴코아점,경기도 평택시 비전동 831-1 (1층) ,36.9955193,127.1121520
2603,세븐일레븐(평택합정점),경기도 평택시 합정동 733-21 (1층) ,36.9916648,127.0903668
2629,세븐일레븐 안중성심점,경기도 평택시 안중읍 현화리 31 외 4필지 ,36.9838308,126.9280648
2639,세븐일레븐 송탄서해점,경기도 평택시 서정동 871 ,37.0658105,127.0565518
2640,세븐일레븐(평택명동거리점),경기도 평택시 평택동 35-11 ,36.9937651,127.0884122
2641,세븐일레븐 평택지산2호점,"경기도 평택시 지산동 1135 아주상가 108,109,110 ",37.0777211,127.0650625
2642,세븐일레븐 평택서정2호점,경기도 평택시 서정동 827-7 ,37.0698176,127.0571224
2643,세븐일레븐 평택서정3호점,경기도 평택시 서정동 333-13 ,37.0567983,127.0560704
2644,세븐일레븐 평택지산3호점,경기도 평택시 지산동 1128 ,37.0802279,127.0642100
2645,세븐일레븐 평택서정5호점,경기도 평택시 서정동 886-4 ,37.0634326,127.0575180
2646,세븐일레븐평택이충점,"경기도 평택시 이충동 381 현대상가 113,114호 ",37.0532831,127.0576266
2647,세븐일레븐 평택서정점,경기도 평택시 서정동 1106-3 ,37.0641947,127.0666028
2651,세븐일레븐평택비전2호점,경기도 평택시 비전동 834 ,36.9938374,127.1120029
2656,미니스톱송탄대로점,경기도 평택시 서정동 795번지 ,37.0692186,127.0639655
