이름,위도,경도
하츠,37.1199,127.0802667
지산어린이집,37.0748167,127.0588167
지산동주민센터,37.0774167,127.05795
지산동주민센터,37.0774,127.05775
지산어린이집,37.0747333,127.0586167
LGCNS,37.1259,127.0801833
서탄사리마을회관,37.1157833,127.0491
경동나비엔,37.1234167,127.04135
서탄사리마을회관,37.1157167,127.0490667
더샵1단지정문,37.0216167,127.0877167
신1리.삼궁원,37.0131667,127.0006333
교포리입구,37.0125,126.9982333
명성빌라,37.0079667,126.9841667
오성면사무소앞,37.0075167,126.9811667
죽2리,37.0077833,126.9723167
길음사거리,37.0059333,126.9659167
죽3리,37.00485,126.96215
백병원,37.0024333,126.9592667
관두머리,36.9994667,126.95655
우림아파트,36.9959,126.9515167
정토사,36.9935167,126.9465333
경성주택,36.9908333,126.9405
안중5리.황금마을,36.98985,126.9358833
안중오거리,36.9901833,126.9305167
안중출장소,36.9885,126.9203167
현화리,36.98915,126.9166
학현2리,36.9908667,126.9118
성해2리.은성,36.9911667,126.9066667
성해1리,36.9901167,126.9045667
운정리,36.98725,126.8999
석정아파트,36.98715,126.8970833
이평,36.9868,126.8927
경도일식,36.9854,126.8877333
포승읍사무소,36.9841,126.8842833
내기삼거리,36.9828833,126.8822
내기초교앞,36.9782833,126.8761833
노와2리입구,36.9485333,127.0848833
내기4리,36.9706833,126.8696667
희곡마을,36.9681167,126.86235
만호1리,36.9642167,126.8588667
유천1리,36.9767333,127.1154833
힐스테이트지제역퍼스티움,37.0165167,127.08335
파라곤에듀포레.제일풍경채2차에듀(중),37.0400833,127.0249833
희곡1리,36.9658,126.8605167
희곡마을,36.9685833,126.8626167
내기4리,36.9710833,126.87
일자촌입구,36.9730667,126.8726167
내기초교,36.9782,126.87575
석정2리.내기삼거리,36.9830167,126.882
포승농협,36.9845833,126.8847167
석정3리,36.9864667,126.8907333
석정아파트,36.98725,126.8981167
성해1리,36.9894,126.9032
성해2리.은성,36.9913667,126.9068167
학현2리,36.9912833,126.9111667
안중홈플러스,36.9899167,126.9151
안중출장소,36.9887,126.9198167
안중5리.황금마을,36.9898167,126.9347833
경성주택,36.99095,126.93985
정토사,36.9942333,126.9472
금곡4리.숲마을,36.9951167,126.9486167
금곡4리.이편한요양병원,36.9959667,126.9509333
금곡2리,36.9987333,126.9556167
백병원,37.0019333,126.9584667
죽3리,37.0050667,126.962
길음사거리,37.0061833,126.9658
죽2리,37.008,126.9731
경기도종자관리소,37.0072333,126.9770167
오성면사무소,37.0076333,126.98135
명성빌라,37.0083167,126.9847167
안화리,37.01275,126.9984833
신1리.삼궁원,37.0135167,127.00115
창내입구,37.0143,127.0039
농협연합장례식장앞,37.0160667,127.0098833
궁안교,37.0176667,127.0207833
태평아파트,37.01565,127.0332
동고1리.방축4리,37.0124333,127.0402167
동고2리.윗마을,37.0075833,127.0461167
동고2리,37.0053333,127.0487333
울성리,37.0116,127.06075
울성리낚시터,37.01615,127.0604833
용이초교,37.0006333,127.1481333
용이초교,37.0008333,127.14785
울성길,37.0135167,127.0617667
고덕중앙교회,37.0415667,127.0158833
고덕면사무소,37.0418833,127.01785
청룡동,37.0665333,127.0184833
동청2리,37.0492667,127.0052
동청1리,37.0534,127.0052
어연1리,37.0502833,126.9808667
어연초교,37.0499833,126.9784333
어연한산공단,37.0500667,126.9757333
어연,37.0477333,126.9721
한산1리,37.0463333,126.9681333
토진2리,37.0420667,126.95845
청북읍사무소,37.0402167,126.9344
삼계2리.옹포,37.0417167,126.91855
삼덕초등학교,37.0392667,126.9116333
신영낚시슈퍼,37.0393833,126.9088833
삼계1리.성골,37.0437167,126.9022333
삼계1리,37.0412333,126.9135667
삼계2리.능안,37.04235,126.9229333
청북읍사무소.신포,37.04045,126.93265
청북중학교,37.0398167,126.9477167
문곡3리입구,37.0553833,127.0078833
두릉리.계루지,37.05675,127.0146833
민세안재홍선생생가,37.0577667,127.0179167
서부노인복지관.안중체육관,36.98975,126.9231833
배꽃마을,37.0024833,127.1137667
배꽃마을4단지,37.00255,127.10345
송일초등학교.미송아파트,37.064,127.0581667
송탄터미널,37.0805,127.0577667
송탄시장,37.0816667,127.0577833
송탄시장,37.08175,127.05795
송탄터미널,37.08015,127.0579833
송일초등학교.미송아파트,37.0635333,127.0583833
서정동롯데캐슬아파트,37.0599167,127.0590167
서정리고속버스정류장,37.0579833,127.0592833
배꽃마을4단지,37.0025333,127.1026333
서정리초교,37.0569333,127.0572667
서정빌딩사거리,37.0567,127.0604
반지마을3단지,37.0566167,127.0665833
코오롱하늘채아파트북문,37.06075,127.07855
반지마을3단지,37.0564333,127.0667167
서정빌딩사거리,37.05655,127.0600333
서정리초교,37.0567167,127.0577
서정리역,37.0569833,127.0545167
진위3산업단지입구,37.0872333,127.0979167
갈평입구,37.0590667,127.05355
대추골,37.06195,127.0537333
점촌,37.0649,127.05405
서정지하차도,37.0659833,127.0541833
서정동주민센터,37.0677333,127.0543833
복창육교,37.0728167,127.0549333
송탄클래시아,37.0761667,127.05515
신장육교,37.0782667,127.0550833
송탄시장,37.08075,127.05535
송탄우체국,37.0830167,127.0569833
영동빌라,37.0855833,127.05875
오좌동,37.0875333,127.06165
오좌동,37.0874333,127.0618
영동빌라,37.0849167,127.0585333
송탄우체국,37.0824833,127.05685
송탄시장,37.0814167,127.0560667
신장육교,37.0784,127.0552
송탄클래시아,37.0765667,127.0554167
복창육교,37.07285,127.0551
서정동주민센터,37.06835,127.0546333
점촌,37.065,127.0542667
대추골,37.0625667,127.0539833
갈평입구,37.0604333,127.0537833
송탄출장소,37.06725,127.06385
라온중고등학교,37.0695833,127.0641333
지산건영아파트,37.0755667,127.0649333
지산현대아파트.서울제일병원,37.0784333,127.0632833
쌍용.삼익1차아파트,37.08145,127.0621333
지산아주아파트,37.0834667,127.0619167
진위면신리,37.0972667,127.0638167
서탄입구,37.1039667,127.0635833
진위역,37.10975,127.0632667
하북4리,37.1132833,127.0630833
진위면롯데제과,37.11745,127.0643333
야막리,37.1226833,127.0654167
야막리,37.1222333,127.0656167
진위면롯데제과,37.1176833,127.0646333
하북4리.사리고가,37.1139167,127.0635833
덕동초등학교,36.9966333,127.1072833
비전지구대,36.99635,127.1032
은행아파트,36.9990333,127.1005833
비전롯데캐슬아파트,36.9997,127.0966167
한성아파트,36.99965,127.0978333
은행아파트,36.9992833,127.1002833
비전지구대,36.9963667,127.1035667
덕동초등학교,36.99675,127.1070167
비전2동현대이화아파트,36.9960167,127.1101
시청서문,36.99205,127.1117667
스마트도시통합센터.소사벌더샵.우미린,37.0016667,127.1225333
비전우체국,36.9944833,127.1143167
뉴코아백화점,36.9940667,127.11265
고덕LH17단지(중),37.0372333,127.0473833
뉴코아백화점,36.9942833,127.1126833
축협앞,36.9947667,127.1144167
한빛아파트,36.9957833,127.1171167
굿모닝병원.벽산아파트,36.9910333,127.1204333
참이슬아파트.동일공고,36.9909,127.1176
시청앞,36.9899167,127.1119167
평택고,36.9901,127.1097167
신한중고등학교,36.9913333,127.1043333
평택여중사거리,36.9923167,127.09965
합정동주공3단지후문앞,36.9928333,127.0971167
성동초교,36.9935167,127.0935833
통복시장로터리,36.9953333,127.0841167
통복시장,36.9957167,127.0831333
우리은행,36.9950167,127.0867
한광고교,36.99355,127.0943167
합정동주공3단지후문,36.9927833,127.0983167
평택여중사거리,36.9920667,127.1017333
신한중고등학교,36.9914833,127.1044667
한전앞,36.9908,127.10765
시청앞,36.9901833,127.11225
문화아파트.동일공고,36.9909667,127.11665
벽산아파트.굿모닝병원,36.9912167,127.1203167
평택대학교,36.9929833,127.1323333
효성해링턴플레이스1단지.동방학교,36.9916167,127.1251333
동방학교,36.9923167,127.12645
평택대학교,36.99315,127.1330333
태평아파트,37.0162167,127.03425
추팔공단입구,36.96315,127.0698
용이1차푸르지오.신흥마을,37.0,127.1444167
평궁3리,36.9688,127.0941167
평궁1리회관,36.9716667,127.0867333
월곡동입구,37.01845,127.1300667
노와3리앞,36.95865,127.0962667
노와2리,36.95135,127.0949167
평택세무서.푸른도시사업소,37.0036,127.1180667
세교동행정복지센터,36.9994,127.0828
팽성초등학교,36.9516833,127.0527333
대사리입구,36.94475,127.0529333
본정삼거리,36.9497167,127.0145667
두정1리,36.9417,127.0403833
계양입구,36.94045,127.04735
송화주공아파트,36.9619167,127.05875
현대서해안주유소,36.9458833,126.9129667
도두1리,36.9565333,127.0075833
송화3리.경주부동산,36.95475,127.0492
효성2단지후문입구,36.98915,127.1279167
드림테크산단입구,37.0551167,126.98315
영신지구,37.0216667,127.0852
장당초교.제일하이빌1차,37.04935,127.0583167
장당초교.제일하이빌1차,37.04945,127.0581333
평택세무서.푸른도시사업소,37.0037333,127.1181833
스마트도시통합센터.소사벌더샵.우미린,37.0022167,127.1229333
우미아파트,37.0506167,127.0596833
이충주택단지,37.0564167,127.0628
반지초등학교.송탄고등학교,37.0567667,127.06945
반지초등학교.송탄고등학교,37.0569833,127.0693667
반지마을1단지,37.0604333,127.0692
이충중학교.반지마을1단지,37.0592833,127.0695
동신산업,36.9577167,127.0756833
새말입구,37.0282667,127.1014167
송탄작은도서관,37.0332833,127.0991167
송탄작은도서관,37.03335,127.0993167
후사1리앞,37.0236,126.9432333
용성2리앞,37.0164833,126.9455333
용성1리,37.0105333,126.9473667
금곡리,37.0010833,126.9439333
현화중학교,36.9824833,126.92085
현일초교,36.9862,126.9208167
동환아파트,36.9863,126.9210833
안중주공2단지,36.9823833,126.92115
늘푸른아파트.현화초교,36.9814333,126.91905
건영아파트,36.9860833,126.9160333
건영아파트,36.9879667,126.9162333
우림아파트,36.9850833,126.9163333
늘푸른아파트.현화초교,36.9815833,126.91835
안중주공아파트,36.9845,126.9243833
안중주공1단지,36.9846667,126.9227
성심중앙병원,36.9844667,126.9266167
대반4리,36.9803167,126.9511667
대반5리,36.9804167,126.9550333
신창아파트,36.98075,126.9373
덕우1리,37.0096833,126.9262333
안중구터미널,36.9887667,126.9314
덕우1리,37.0097,126.9260833
신장쇼핑몰입구,37.0814,127.0542
인광4리,36.9742667,126.9227667
현덕면사무소,36.9672833,126.9202667
현덕우체국,36.9657333,126.9191
인광1리,36.9608333,126.9171667
기산리입구,36.95005,126.9127667
가사초교,36.9383333,126.9164167
권관3리,36.9250833,126.9140667
권관2리입구,36.9199667,126.9119333
권관2리입구,36.9198833,126.9116
가사초교,36.9370333,126.91585
인광1리,36.9608333,126.9170667
현덕우체국,36.9658333,126.9190333
길음2리,36.9854167,126.9696333
숙성2리,37.00195,126.9785333
숙성3리,36.9954667,126.9762167
당거사거리,36.98825,126.9743167
길음1리입구,36.9911,126.96865
길음1리,36.99355,126.9653333
신장쇼핑몰입구,37.0812,127.0543
에버그린,37.0699667,127.0173833
창내4리,37.0011333,127.0121667
창내3리노인회관,36.99615,127.0125333
창내4리,36.9893833,127.02845
평택과학화예비군훈련장,37.0559167,127.0274333
삼성전자(중),37.03955,127.0508167
창신초교,37.0048333,127.0071667
평택과학화예비군훈련장,37.0566833,127.0276667
수월암2리입구,37.1155,127.0308833
수월암2리마을회관,37.1205333,127.0334833
경기종합가구유통,37.0409833,127.0899667
늘푸른요양원,37.0428833,127.0934
내리,37.05245,127.11105
내리,37.0535,127.1121667
상리,37.05605,127.1158167
고덕LH17단지정문,37.0370833,127.0448333
광동제약사거리,37.03595,127.08345
방혜동입구,37.0457,127.0869167
송탄초교,37.0423333,127.08825
소곡노인정,37.0409333,127.0882333
소곡노인정,37.0407167,127.0880667
송탄초교,37.0423667,127.0881
방혜동입구,37.0454833,127.087
수월암리공단,37.1191667,127.0246
송탄공업사,37.0523,127.0791833
송탄공업사,37.0525167,127.0789167
죽백동,37.01365,127.1341167
죽백동,37.01325,127.1345
청룡동,37.02185,127.12555
용이1차푸르지오.신흥마을,36.9999,127.1441
동고2리,37.00475,127.0494167
동고2리.윗마을,37.0059667,127.0475167
동고1리.방축4리,37.0121,127.04035
태평아파트,37.0153167,127.03395
궁2.3리입구,37.0158833,127.0307167
궁안교,37.0174167,127.02125
농협연합장례식장앞,37.0156833,127.0092667
방축리.국제병원,37.0156333,127.04915
용죽초등학교,36.99545,127.1231
팽성대교,36.9754833,127.03705
팽성대교,36.97525,127.037
고덕LH12단지,37.0363333,127.0280333
제일풍경채3차센텀.호반써밋에듀,37.03835,127.03045
가내초등학교,37.00585,127.1154
도곡리,36.9862333,126.8612333
월곡저수지,37.0209667,127.12965
원정사거리,36.9966167,126.8401
한일마을,36.9965,126.84045
원정초교,36.9934333,126.8443
월곡저수지,37.0208667,127.1294667
원정초교,36.9936167,126.8444167
도곡삼거리,36.99445,126.8501
신촌마을.원정2리,36.9970333,126.84435
쌍용마을입구,37.00045,126.8391833
원정5리,37.0031333,126.83015
원정6리7리입구,37.0061667,126.8235833
SK가스,37.00665,126.8051833
월곡2동,37.02745,127.1389667
원정6리7리입구,37.0063333,126.82365
원정6리,37.0039667,126.8302
쌍용마을입구,37.00075,126.8397333
신촌마을.원정2리,36.9973333,126.8443667
자오,37.0180833,126.86995
홍원3리,37.0167667,126.8679
고잔1리,37.0596,126.90285
고잔6리,37.0417833,126.8921333
월곡2동,37.0274667,127.1389833
해창5리,37.0209667,127.0213833
평택오썸플렉스,37.0281167,127.0189333
고덕면사무소,37.0417,127.0179333
월곡동,37.0246,127.1409667
고덕면사무소,37.0422333,127.0186333
죽1리,37.0124833,126.9695333
양교3리,37.0200667,126.9748167
월곡동,37.0247167,127.1409
양교6리,37.0224667,126.9584167
죽4리,37.00945,126.9673167
인광육교,36.96305,126.9244667
신왕1리,36.9368167,126.9662167
배다리마을5단지,37.00515,127.1225333
인광육교,36.9629,126.9245167
반도아파트,36.9796667,126.8806
방림3리,36.9689,126.8857
배다리마을5단지,37.005,127.1223667
신영2리,36.9394167,126.8890833
신영2리,36.9423,126.8895667
신영1리,36.9497667,126.8802833
BIX경기행복주택,36.94925,126.8703833
평택홍보관,36.96895,126.8474667
효성해링턴코트,37.00795,127.119
효성해링턴코트,37.0078167,127.1195833
신촌,37.0254,127.1114833
비전아이파크.비전센터포레,36.99825,127.1263
동문굿모닝힐맘시티2단지입구,37.0257,127.1065
동명스틸,36.9754667,126.85095
현대모비스사거리,36.9797,126.848
도곡5리,36.9845833,126.8745167
도곡5리.무수마을,36.9850667,126.8721
도곡4리,36.98775,126.8651333
거산.도곡1리,36.9901,126.8597167
도곡2리,36.99285,126.8543167
도곡2리,36.99285,126.8547833
서평택CC.도곡1리,36.9897667,126.8612333
도곡4리,36.9879333,126.8653
무수마을.김씨갈비,36.9854333,126.8707333
도곡5리,36.9847667,126.8747333
석정5리,37.0025167,126.8800667
성해2리,36.99255,126.9039667
석정6리(용소),37.0018,126.8966333
석정5리,37.00615,126.8924833
홍원1리,37.0081833,126.8927167
홍원초교,37.0117167,126.88775
마장,37.0141167,126.8795833
홍원5리,37.0127,126.8672
석정6리,37.0041,126.8970167
포승중앙교회입구,36.9939667,126.9008333
옥길2리,37.0319333,126.91525
부영2차정문,37.0185333,126.9123667
옥길3리,37.0281,126.9122
동문굿모닝힐맘시티1단지,37.0257333,127.1019167
동문굿모닝힐맘시티1단지후문,37.0277667,127.1033167
토진교회앞,37.03225,126.9631667
양교1리,37.0252667,126.9762333
고덕하늘채시그니처후문,37.0197167,127.0325833
토진3리.가재울,37.0336,126.96065
토진1리,37.03515,126.9586333
고덕하늘채시그니처,37.0196167,127.0342667
삼성전자평택캠퍼스,37.0343167,127.05335
호반써밋에듀파크(중),37.0365833,127.0288667
함박산,37.0386167,127.03465
고덕초등학교,37.041,127.0297167
고덕우체국,37.0385167,127.0438667
금곡리,37.0009667,126.9436333
용성1리,37.0103833,126.9472
용성2리.용성3리입구,37.0155167,126.9456
고덕자연앤자이,37.05025,127.0439167
후사2리,37.0363167,126.9365167
신동아파밀리에,37.04865,127.0434333
율포초등학교,37.0412833,127.0452833
두1리,36.9791833,127.0650333
청북공설운동장,37.0286,126.94185
동우빌딩앞사거리(경유),36.98315,126.9291
덕우교차로(경유),37.0083833,126.9195333
코오롱하늘채(경유),37.0614333,127.08125
송탄교차로(경유),37.02115,127.0714833
평택고덕IC(경유),37.02585,127.0323667
오성IC(경유),37.01485,126.9862833
오성IC(경유),37.01465,126.9865667
팽성교차로(경유),36.9542833,126.9892333
팽성교차로(경유),36.9542833,126.9895333
북평택TG(경유),37.0665667,126.9919333
북평택TG(경유),37.0664333,126.9931167
창내삼거리(경유),36.9823167,127.0290667
내탑사거리(경유),36.9875167,126.9698
이충레포츠공원(경유),37.06485,127.0697167
서정공원(경유),37.0618667,127.0648833
현화교차로(경유),36.9892833,126.9161833
내기삼거리(경유),36.98265,126.88135
운정리(경유),36.98745,126.8999333
궁리사거리(경유),37.0175667,127.02215
오성IC(경유),37.0114833,126.9941333
길음사거리(경유),37.0059333,126.9651167
안중사거리(경유),36.9906667,126.9385833
용이동차고지(경유),37.0035667,127.1391333
평택고덕IC(경유),37.0260167,127.0329833
아산만종점(경유),36.9168333,126.9069333
창내4리(경유),36.9894167,127.0253333
평택직할세관(경유),36.96,126.8512167
내리길(경유),36.9737,127.03155
비전지하차도사거리(경유),36.9877333,127.1156167
서부두입구삼거리(경유),36.9404667,126.8845
신리삼거리(경유),37.09745,127.0641333
기산리(경유),36.93025,126.9278667
대사1리(경유),36.9451667,127.0585167
홍원1지구(경유),37.0131333,126.8602667
길음사거리(경유),37.0057167,126.9651833
평택항(경유),36.9627667,126.8440833
평택JC(경유),37.0314,126.9719
덕목리(경유),36.94305,126.9664833
장당사거리(경유),37.0461,127.0602667
장당고가교(경유),37.0443,127.0571833
덕우리(경유),37.007,126.92665
학현리(경유),37.0044167,126.9286167
신평동주민센터(경유),36.9890833,127.0941667
권관리(경유),36.9167167,126.9139333
고덕중앙1로진입로(경유),37.0537167,127.0248333
서정공원(경유),37.062,127.0651667
은실고가삼거리(경유),37.0056167,127.0724167
평택JC(경유),37.03165,126.9711333
송탄교차로(경유),37.0240333,127.0716667
신대삼거리(경유),37.0030167,127.05885
안중사거리(경유),36.9903667,126.9386333
송탄공단삼거리(경유),37.0368333,127.07015
신대삼거리(경유),37.0032333,127.0590667
서평택TG(경유),36.99375,126.8641833
서평택TG(경유),36.99365,126.8647667
청북IC(경유),37.0485833,126.9191
청북IC(경유),37.0488667,126.9201333
청북TG(경유),37.0515167,126.9252167
청북TG(경유),37.0511,126.9252667
서평택IC(경유),36.9982,126.8689
서평택IC(경유),36.9979167,126.86935
신영리(경유),36.9337167,126.87045
군문동(경유),36.98415,127.0901
평택TG(경유),37.0322667,126.9773167
평택TG(경유),37.0326667,126.9780333
비전지하차도사거리(경유),36.9878333,127.1163667
평택터미널(경유),36.9820167,127.0947667
